id,product_name,price(vnd),original_price,discount,discount_rate(%),review_count,rating_average,quantity_sold,brand_name,origin,subcategory_name,updated_at,category_name
273329318,LAPTOP LENOVO X1 CARBON GEN 4/ CORE I5-6300U / RAM 8GB / SSD 512GB / MÀN HÌNH 14 INCH / HÀNG CHÍNH HÃNG,4960000,4990000,30000,1,1,5.0,3.0,Lenovo,Mỹ,laptop-2-trong-1,2025-10-21 16:35:09,Laptop
273373420,Điện thoại Xiaomi Redmi 13C (4GB/128GB) - Hàng chính hãng - Bảo hành 18 tháng,3090000,3090000,0,0,2,4.0,7.0,Xiaomi,Việt Nam,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
273412211,"Điện thoại Xiaomi Redmi 13C (4+128GB) | 6.74"" 90Hz| Media Tek Helio G85| 5000mAh - Hàng chính hãng",3290000,3290000,0,0,0,0.0,9.0,Xiaomi,Việt Nam,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
273559020,Máy tính bảng Kindle Fire HD10 2023 13th - 32Gb - Hàng chính hãng,3990000,3990000,0,0,2,5.0,9.0,Kindle,Mỹ,may-tinh-bang,2025-10-21 16:35:09,Máy tính bảng
273559306,Máy tính bảng Kindle Fire Max 11 inch - 13th - 2023 - Ram 4Gb - Hàng chính hãng,5590000,5590000,0,0,0,0.0,2.0,Kindle,Mỹ,may-tinh-bang,2025-10-21 16:35:09,Máy tính bảng
273634022,Laptop HP Pavilion 15-eg2083TU 7C0W9PA (Core i5-1240P | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD IPS | Win 11 | Bạc) - Hàng Chính Hãng - Bảo Hành 12 Tháng Tại HP Việt Nam,15349000,15379000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
273653444,Máy tính bảng Kindle Fire HD 10 2023 13th - Hàng nhập khẩu,2990000,2990000,0,0,1,5.0,1.0,Kindle,Mỹ,may-tinh-bang,2025-10-21 16:35:09,Máy tính bảng
273668660,Điện Thoại Oppo A18 4GB/64GB - Hàng Chính Hãng,2590000,3290000,700000,21,5,4.8,753.0,OPPO,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
273679076,Laptop Dell Latitude 3520 (Core i5-1135G7 | 8GB | 256GB | Intel Iris Xe | 15.6 inch FHD - HÀNG CHÍNH HÃNG,8620000,8650000,30000,0,0,0.0,1.0,Dell,Nhật Bản,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
273679080,Laptop Dell Latitude 3410 (L3410I5SSD) (i5 10210U 8GB RAM/256GB SSD/14.0 inch HD/Fedora/Xám) - HÀNG CHÍNH HÃNG,8420000,8450000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
273747303,Laptop Giá Rẻ Dell Vostro V3591 i3 1005G1/8GB/256GB/Intel UHD Graphics/Win 10  Hàng Chính Hãng,4870000,4900000,30000,1,1,3.0,5.0,Dell,China,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
273747677,DELL LATITUDE E3510 (I5-102104U/ RAM 16GB/ 256GB SSD NVME/ 15.6 INCH FULL HD) Hàng Chính Hãng,8260000,8290000,30000,0,1,4.0,3.0,Dell,Nhật Bản,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
273872197,Máy Tính Bảng Samsung Galaxy Tab A9 Wifi 4GB/64GB - Hàng Chính Hãng,2559000,3990000,1431000,36,6,5.0,19.0,Samsung,Trung Quốc,may-tinh-bang,2025-10-21 16:35:09,Máy tính bảng
273949286,Laptop Asus Expertbook B1502 - B1502CV (Intel Core i5-1335U | RAM 8GB | 512GB SSD | Intel UHD Graphics | 15.6 inch Full HD | Win 11 bản quyền) - Hàng Chính Hãng,13155000,22900000,9745000,43,0,0.0,1.0,Asus,Trung Quốc,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
273990229,Điện Thoại Xiaomi Redmi Note 13 6GB/128GB - Hàng Chính Hãng,3629000,4890000,1261000,26,6,4.8,18.0,Xiaomi,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
274019962,"Điện thoại Masstel Fami 8 4G(LTE) Gọi HD call , Bàn phím chữ số lớn,Loa to - Hàng chính hãng",519000,669000,150000,22,2,4.5,14.0,Masstel,Việt Nam,dien-thoai-pho-thong,2025-10-21 16:35:09,Điện thoại
274099409,Điện Thoại Xiaomi Redmi Note 13 8GB/128GB - Hàng Chính Hãng,3849000,5290000,1441000,27,3,4.0,8.0,Xiaomi,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
274101255,Máy Tính Bảng Samsung Galaxy Tab A9 Wifi 4GB/64GB - Đã Kích Hoạt Bảo Hành Điện Tử - Hàng Chính Hãng,2390000,3490000,1100000,32,145,4.8,710.0,Samsung,Trung Quốc,may-tinh-bang,2025-10-21 16:35:09,Máy tính bảng
274101262,Máy Tính Bảng Samsung Galaxy Tab A9 Plus Wifi 4GB/64GB - Đã Kích Hoạt Bảo Hành Điện Tử - Hàng Chính Hãng,3590000,5990000,2400000,40,103,4.8,436.0,Samsung,Trung Quốc,may-tinh-bang,2025-10-21 16:35:09,Máy tính bảng
274156763,Điện Thoại Oppo A38 4GB/128GB - Hàng Chính Hãng,3139000,4490000,1351000,30,0,0.0,0.0,,,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
274191773,"Điện thoại ZTE Libero 5G IV - 4GB/128GB Dimensity 700 , Kháng nước IP67 , Sạc nhanh 22,5W - Mới nguyên seal - Hàng nhập khẩu",2269000,2990000,721000,24,4,4.8,13.0,Tecno,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
274257669,Điện thoại Masstel Izi S1 4G (LTE) Gọi HD Call - Hàng chính hãng,469000,569000,100000,18,1,5.0,1.0,Masstel,Việt Nam,dien-thoai-pho-thong,2025-10-21 16:35:09,Điện thoại
274361820,"Máy Tính Bảng Học Tập Smart Study 1, Hàng Chính Hãng, Cho Trẻ Từ 5-12 Tuổi, 64GB, Tích Hợp Chương Trình Học Tập Toàn Diện",7900000,7900000,0,0,0,0.0,0.0,,,may-tinh-bang,2025-10-21 16:35:09,Máy tính bảng
274364026,Máy tính bảng học tập thông minh Nexta Edutab Pro cho trẻ 9-12 tuổi - giải pháp học tập - quản lý thời gian cho trẻ - bảo hảnh 12 tháng,3990000,3990000,0,0,0,0.0,0.0,,,may-tinh-bang,2025-10-21 16:35:09,Máy tính bảng
274375122,Điện thoại Xiaomi Redmi Note 13 Pro 4G (8GB/128GB) - Hàng chính hãng,7240000,7290000,50000,1,0,0.0,0.0,,,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
274378954,Laptop MSI Katana 15 B13VFK 676VN | CPU i7-13620H | RAM 16GB DDR5 | SSD 1TB PCle | VGA RTX 4060 8GB | 15.6 FHD IPS 144Hz | Win11 - Hàng Chính Hãng - Bảo Hành 24 Tháng,28050000,28080000,30000,0,0,0.0,1.0,MSI ,China,laptop-gaming,2025-10-21 16:35:09,Laptop
274405521,Điện Thoại Samsung Galaxy A05 4GB/64GB - Hàng Chính Hãng,2089000,2990000,901000,30,4,3.8,34.0,Samsung,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
274516245,"Điện thoại Masstel Fami 60S 4G(LTE) ,Bàn phím lớn, Khung viền kim loại - Hàng chính hãng",689000,699000,10000,1,0,0.0,2.0,Masstel,Việt Nam,dien-thoai-pho-thong,2025-10-21 16:35:09,Điện thoại
274516951,"Điện thoại Masstel izi 16 4G(LTE) , Bàn phím nổi, FM không dây - Hàng chính hãng",469000,569000,100000,18,1,5.0,12.0,Masstel,Việt Nam,dien-thoai-pho-thong,2025-10-21 16:35:09,Điện thoại
274524033,"Điện thoại người già Masstel Fami 12S 4G(LTE) , Bàn phím chữ số to, Loa lớn , Máy viền thép chắc chắn - Hàng chính hãng",599000,650000,51000,8,0,0.0,2.0,Masstel,Việt Nam,dien-thoai-pho-thong,2025-10-21 16:35:09,Điện thoại
274524050,"Điện thoại Masstel izi T2 4G(LTE), Màn hình 2.4 inch, Đèn pin siêu sáng, Loa to - Hàng chính hãng",499000,559000,60000,11,3,5.0,9.0,Masstel,Việt Nam,dien-thoai-pho-thong,2025-10-21 16:35:09,Điện thoại
274544634,"Điện thoại Redmi Note 12R 5G 6/128GB Snapdragon 4 Gen 2, Rom Quốc tế có sẳn Tiếng việt - Hàng nhập khẩu",3099000,3590000,491000,14,9,5.0,28.0,Xiaomi,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
274560616,"Máy tính bảng học tập thông minh Nexta Edutab Kid cho bé từ 5-8 tuổi - quản lý thời gian cho trẻ - 1 đổi 1 trong vòng 30 ngày, bảo hành 12 tháng",2990000,2990000,0,0,3,5.0,6.0,Nexta,China,may-tinh-bang,2025-10-21 16:35:09,Máy tính bảng
274638430,"Điện thoại Xiaomi Redmi 13R 5G 6GB/128GB Dimensity 6100+ , Màn 90Hz , Rom quốc tế có sẳn Tiếng việt - Hàng nhập khẩu",3590000,3590000,0,0,6,5.0,24.0,Xiaomi,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
274638659,"Điện Thoại Xiaomi Redmi Note 13 Pro 5G 8GB/128GB Snapdragon 7s Gen 2 , Màn OLED 120Hz, Rom Tiếng việt - Hàng nhập khẩu",4699000,5690000,991000,17,25,4.5,66.0,Xiaomi,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
274639765,"Điện thoại OPPO A2M 5G 6GB/128GB , Dimensity 6020 , Màn 90Hz , Rom tiếng việt - Hàng chính hãng",3690000,3690000,0,0,3,4.7,14.0,OPPO,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
274734984,"Laptop Dell Vostro 5370 (i5-8250U/ Ram 8GB/ SSD 256GB/ 13.3""FHD /Sliver/ W10/FG/Key_led) - HÀNG CHÍNH HÃNG",7960000,7990000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
274775419,Lenovo ThinkPad E16 Gen 3 (21SR002JVA) | Intel Core Ultra 5 225U | 16GB | 512GB | Intel Graphics | 16.0 inch WUXGA | No OS | Black | AI PC,21920000,21950000,30000,0,0,0.0,1.0,Lenovo,China,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
274904904,Máy tính bảng Samsung Galaxy Tab A9 Wifi / LTE (4GB/64GB) - Hàng chính hãng,5440000,5490000,50000,1,1,5.0,7.0,Samsung,Việt Nam,may-tinh-bang,2025-10-21 16:35:09,Máy tính bảng
275154280,"Laptop Dell Latitude 7430 CTO-14""FHD/i5-1235U/8Gb/M.2 256Gb/Win10Pro/3YPro - Hàng Chính Hãng",21020000,21050000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
275269577,Laptop ASUS Vivobook 15 X1504ZA i3 1215U/8GB/512GB/Win11 (NJ102W) - Hàng Chính Hãng ,11470000,11500000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
275286092,Laptop Dell Mobile Precision 3561 (Core i7-11850H | 16GB | 512GB | T600 4GB | 15.6 inch FHD | Win 11) Hàng Chính Hãng,19770000,19800000,30000,0,0,0.0,0.0,,,laptop-gaming,2025-10-21 16:35:09,Laptop
275288865,"Laptop Dell Latitude 5310 | Core i5-10310U Ram 16GB PCIe 256GB 13.3"" FHD - Hàng Chính Hãng",6830000,6860000,30000,0,2,5.0,7.0,Dell,Nhật Bản,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
275381290,MÁY TÍNH XÁCH TAY (NB) ACER Aspire 7 A715-76-53PJ i5-12450H/16GD4/512SSD_PCIe/15.6FHD/FP/IPS/4C/W11SL/ĐEN(NH.QGESV.007) - HÀNG CHÍNH HÃNG,14170000,14200000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
275407523,Máy đọc sách Pocketbook Era Color- Hàng chính hãng,5990000,7500000,1510000,20,2,4.0,7.0,Pocketbook,Thụy Sỹ,may-doc-sach,2025-10-21 16:35:09,Máy tính bảng
275504716,Điện Thoại Xiaomi Redmi A3 4GB/128GB - Hàng Chính Hãng,2069000,3290000,1221000,37,2,4.5,0.0,,,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
275510578,Điện thoại OPPO A79 5G (8GB/256GB) - Hàng Chính Hãng,5990000,7490000,1500000,20,32,5.0,5578.0,OPPO,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
275627388,Điện Thoại Oppo A79 5G 8GB/256GB - Hàng Chính Hãng,5930000,7490000,1560000,21,0,0.0,1.0,OPPO,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
275695395,Điện thoại Samsung Galaxy Z Flip6 (12GB/256GB) - Hàng chính hãng,28790000,28990000,200000,1,0,0.0,0.0,,,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
275721993,Laptop HP 15-fd0235TU 9Q970PA (Intel Core i5-1334U | 16GB | 512GB | Iris Xe Graphics | 15.6 inch FHD | Windows 11 | Natural silver) - Hàng Chính Hãng - Bảo Hành 12 Tháng,14970000,15000000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
275850110,Laptop HP EliteBook 630 G10 9J0B3PT (i5 1335U/ 8GB/ 512GB SSD/13.3 inch FHD/Win11/ Silver/ Vỏ nhôm) - Hàng Chính Hãng,20359000,20389000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
275854376,Laptop HP 15 fd1043TU 9Z2W9PA (Core 5 120U/ 16GB/ 1TB SSD/ 15.6 inch FHD/ Win11/ Bạc) - Hàng Chính Hãng,17820000,17850000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
275854386,Laptop HP 15 fd1045TU 9Z2X1PA (Core 5 120U/ 16GB/ 512GB SSD/ 15.6 inch FHD/ Win11/ Bạc) - Hàng Chính Hãng,16750000,16780000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
275913708,Điện thoại Itel it8010 4G - Hàng Chính Hãng,299000,299000,0,0,3,4.7,28.0,Itel,Trung Quốc,dien-thoai-pho-thong,2025-10-21 16:35:09,Điện thoại
276026379,Lenovo Thinkpad T480 Core i5-8250U / RAM 16GB / SSD 256GB / Màn 14.0 inch FHD 1920x1080 - Hàng Chính Hãng,5470000,5500000,30000,1,0,0.0,1.0,Lenovo,Nhật Bản,laptop-2-trong-1,2025-10-21 16:35:09,Laptop
276026443,Lenovo Thinkpad T480 Core i7 8550U / RAM 16GB / SSD 256GB / Màn 14.0 inch FHD 1920x1080 - Hàng Chính Hãng,8470000,8500000,30000,0,0,0.0,2.0,Lenovo,Nhật Bản,laptop-2-trong-1,2025-10-21 16:35:09,Laptop
276046675,Điện Thoại Oppo A3 6GB/128GB - Hàng Chính Hãng,3989000,4990000,1001000,20,0,0.0,1.0,OPPO,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276062770,Điện Thoại Xiaomi Redmi 14C 4GB/128GB - Hàng Chính Hãng,2439000,3290000,851000,26,0,0.0,2.0,Xiaomi,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276099688,"Xiaomi Redmi Note 12 5G 8GB/128GB ,Màn AMOLED 120Hz , Snapdragon 4 Gen 1 ,Sạc 33W ,Rom tiếng việt - Hàng nhập khẩu",3169000,3999000,830000,21,3,3.7,10.0,Xiaomi,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276104423,Điện thoại Masstel izi S1 4G - Hàng chính hãng,509000,629000,120000,19,0,0.0,2.0,Masstel,Việt Nam,dien-thoai-pho-thong,2025-10-21 16:35:09,Điện thoại
276109904,Apple iPhone 16 Pro Max,30250000,34990000,4740000,14,137,5.0,1211.0,Apple,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276274790,Điện Thoại Samsung Galaxy A06 4GB/128GB - Hàng Chính Hãng,2575000,3490000,915000,26,4,5.0,9.0,Samsung,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276281988,Điện thoại Samsung Galaxy A06 - Hàng chính hãng,2339000,3190000,851000,27,1,1.0,3.0,Samsung,Hàn Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276314708,Điện thoại Masstel izi 16 4G - Hàng chính hãng,609000,629000,20000,3,2,5.0,3.0,Masstel,Việt Nam,dien-thoai-pho-thong,2025-10-21 16:35:09,Điện thoại
276365829,Laptop Asus Vivobook Go 15 E1504FA-NJ454W (Ryzen 5 7520U | 16GB | 512GB | 15.6 inch FHD | AMD Radeon Graphics | Win 11 | Bạc) - HÀNG CHÍNH HÃNG,11749000,11779000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
276366221,Laptop LG Gram 2024 14Z90S-G.AH75A5 (Intel Core Ultra 7 155H |16GB | 512GB | Intel Arc | 14 inch WUXGA | Win11 | Đen) - Hàng Chính Hãng - Bảo Hành 12 Tháng,34759000,34789000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
276366329,Laptop LG Gram 2024 17Z90S-G.AH78A5 (Intel Core Ultra 7 155H | 16GB | 1TB | Intel Arc | 17 inch WQXGA | Win 11 | Đen) - Hàng Chính Hãng - Bảo Hành 12 Tháng,45269000,45299000,30000,0,0,0.0,0.0,,,laptop-truyen-thong,2025-10-21 16:35:09,Laptop
276369646,Điện thoại Xiaomi Redmi 14C - Hàng chính hãng,2689000,3290000,601000,18,0,0.0,1.0,Xiaomi,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276410628,"Điện thoại Realme V60 (6GB/128GB) 5G , Chíp Dimensity 6300, Rom tiếng việt - Hàng nhập khẩu",2799000,3999000,1200000,30,2,5.0,6.0,Realme,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276440892,[MỚI] Điện thoại vivo Y19s (8GB+128GB) - 1 Đổi 1 trong tháng đầu tiên - Bảo hành chính hãng 12 tháng - Hàng Chính Hãng,4790000,4790000,0,0,0,0.0,1.0,Vivo,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276448920,"Máy đọc sách Amazon Kindle Paperwhite 6 (Gen 12th), Mới nguyên Seal - Hàng chính hãng",4890000,4890000,0,0,3,5.0,20.0,Kindle,Mỹ / Trung Quốc,may-doc-sach,2025-10-21 16:35:09,Máy tính bảng
276451993,"Máy đọc sách Basic 2024 màn hình 6 inch, độ phân giải 300ppi, dung Lượng 16GB, cổng sạc type C - HÀNG CHÍNH HÃNG",3590000,3590000,0,0,0,0.0,2.0,X eXtreme,Mỹ,may-doc-sach,2025-10-21 16:35:09,Máy tính bảng
276465090,"Combo Máy đọc sách Amazon Kindle Paperwhite 6 (Gen 12th) Kèm Bao Da, Mới nguyên Seal - Hàng chính hãng",4890000,4890000,0,0,0,0.0,4.0,Kindle,Mỹ / Trung Quốc,may-doc-sach,2025-10-21 16:35:09,Máy tính bảng
276489194,Điện thoại Samsung Galaxy S24 FE - Hàng chính hãng,11549000,16990000,5441000,32,0,0.0,0.0,,,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276500230,"Máy đọc sách Kindle Colorsoft Signature Edition 32Gb, Màn hình màu 7 inch - Hàng chính hãng",8990000,8990000,0,0,0,0.0,0.0,,,may-doc-sach,2025-10-21 16:35:09,Máy tính bảng
276529979,Máy đọc sách Kindle Scribe 2024 Kèm bút Premium - Hàng chính hãng,12290000,12290000,0,0,0,0.0,1.0,Kindle,Mỹ / Trung Quốc,may-doc-sach,2025-10-21 16:35:09,Máy tính bảng
276539826,"Máy đọc sách New Kindle 2024, 16Gb Mới nguyên Seal - Hàng chính hãng",3590000,3590000,0,0,1,5.0,8.0,Kindle,Mỹ / Trung Quốc,may-doc-sach,2025-10-21 16:35:09,Máy tính bảng
276626019,Mac Mini 2024 - Chip M4 - 16GB/ 256GB,14470000,18990000,4520000,24,2,5.0,4.0,Apple,Trung Quốc,macbook-imac,2025-10-21 16:35:09,Laptop
276745570,Điện thoại Xiaomi Poco C75 - Hàng chính hãng,3049000,3990000,941000,24,0,0.0,0.0,,,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276925932,Điện thoại Samsung Galaxy A16 LTE - Hàng chính hãng,3589000,5090000,1501000,29,1,5.0,2.0,Samsung,Hàn Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276944868,Điện Thoại Samsung Galaxy A16 4GB/128GB - Hàng Chính Hãng,3499000,5090000,1591000,31,0,0.0,0.0,,,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
276944892,Điện Thoại Samsung Galaxy A06 4GB/64GB - Hàng Chính Hãng,3190000,3190000,0,0,4,4.8,12.0,Samsung,Trung Quốc,dien-thoai-smartphone,2025-10-21 16:35:09,Điện thoại
